"Aktuell: Zeit (s)","Aktuell: Potenzial 1 (V)","Aktuell: Potenzial 2 (V)"
69.15,-0.0509262084961,-4.89673614502
69.2,-0.0629425048828,-4.89978790283
69.25,-0.0659942626953,-4.89978790283
69.3,-0.0509262084961,-4.92076873779
69.35,-0.0539779663086,-4.90875244141
69.4,-0.0539779663086,-4.89673614502
69.45,-0.0509262084961,-4.89673614502
69.5,-0.0600814819336,-4.90875244141
69.55,-0.0629425048828,-4.89978790283
69.6,-0.0539779663086,-4.91180419922
69.65,-0.0509262084961,-4.90875244141
69.7,-0.0509262084961,-4.90875244141
69.75,-0.0539779663086,-4.89673614502
69.8,-0.0629425048828,-4.89978790283
69.85,-0.0539779663086,-4.90283966064
69.9,-0.0509262084961,-4.89978790283
69.95,-0.0539779663086,-4.90570068359
70,-0.0539779663086,-4.89978790283
70.05,-0.0478744506836,-4.90875244141
70.1,-0.0539779663086,-4.90283966064
70.15,-0.0600814819336,-4.90283966064
70.2,-0.0509262084961,-4.89673614502
70.25,-0.0509262084961,-4.90570068359
70.3,-0.0570297241211,-4.90283966064
70.35,-0.0539779663086,-4.89673614502
70.4,-0.0509262084961,-4.90875244141
70.45,-0.0509262084961,-4.90570068359
70.5,-0.0509262084961,-4.89673614502
70.55,-0.0570297241211,-4.89673614502
70.6,-0.0629425048828,-4.90283966064
70.65,-0.0539779663086,-4.89673614502
70.7,-0.0509262084961,-4.90875244141
70.75,-0.0539779663086,-4.90875244141
70.8,-0.0478744506836,-4.90875244141
70.85,-0.0509262084961,-4.89978790283
70.9,-0.0600814819336,-4.90283966064
70.95,-0.0629425048828,-4.90283966064
71,-0.0509262084961,-4.92076873779
71.05,-0.0509262084961,-4.90875244141
71.1,-0.0509262084961,-4.90283966064
71.15,-0.0509262084961,-4.89978790283
71.2,-0.0570297241211,-4.90875244141
71.25,-0.0600814819336,-4.90283966064
71.3,-0.0539779663086,-4.90570068359
71.35,-0.0478744506836,-4.90570068359
71.4,-0.0478744506836,-4.90570068359
71.45,-0.0509262084961,-4.89673614502
71.5,-0.0600814819336,-4.90283966064
71.55,-0.0509262084961,-4.90570068359
71.6,-0.0509262084961,-4.89673614502
71.65,-0.0539779663086,-4.89978790283
71.7,-0.0509262084961,-4.89978790283
71.75,-0.0450134277344,-4.90875244141
71.8,-0.0509262084961,-4.90570068359
71.85,-0.0539779663086,-4.90283966064
71.9,-0.0509262084961,-4.90283966064
71.95,-0.0509262084961,-4.90875244141
72,-0.0539779663086,-4.90283966064
72.05,-0.0509262084961,-4.90283966064
72.1,-0.0509262084961,-4.90875244141
72.15,-0.0509262084961,-4.90875244141
72.2,-0.0509262084961,-4.90283966064
72.25,-0.0570297241211,-4.90283966064
72.3,-0.0600814819336,-4.90283966064
72.35,-0.0509262084961,-4.90570068359
72.4,-0.0509262084961,-4.91180419922
72.45,-0.0600814819336,-4.90570068359
72.5,-0.0450134277344,-4.90283966064
72.55,-0.0478744506836,-4.89978790283
72.6,-0.0629425048828,-4.90283966064
72.65,-0.0629425048828,-4.90283966064
72.7,-0.0478744506836,-4.92076873779
72.75,-0.0509262084961,-4.90875244141
72.8,-0.0509262084961,-4.89978790283
72.85,-0.0450134277344,-4.89978790283
72.9,-0.0509262084961,-4.91485595703
72.95,-0.0570297241211,-4.90283966064
73,-0.0539779663086,-4.89673614502
73.05,-0.0478744506836,-4.89978790283
73.1,-0.0450134277344,-4.89978790283
73.15,-0.0478744506836,-4.90283966064
73.2,-0.0539779663086,-4.90570068359
73.25,-0.0478744506836,-4.91180419922
73.3,-0.0509262084961,-4.90283966064
73.35,-0.0509262084961,-4.89673614502
73.4,-0.0629425048828,-4.90283966064
73.45,-0.0570297241211,-4.90875244141
73.5,-0.0509262084961,-4.91485595703
73.55,-0.0509262084961,-4.90875244141
73.6,-0.0478744506836,-4.89978790283
73.65,-0.0478744506836,-4.91180419922
73.7,-0.0629425048828,-4.90283966064
73.75,-0.0659942626953,-4.90283966064
73.8,-0.0450134277344,-4.90875244141
73.85,-0.0509262084961,-4.91180419922
73.9,-0.0509262084961,-4.90283966064
73.95,-0.0478744506836,-4.89978790283
74,-0.0539779663086,-4.90875244141
74.05,-0.0570297241211,-4.90570068359
74.1,-0.0509262084961,-4.90570068359
74.15,-0.0509262084961,-4.90570068359
74.2,-0.0450134277344,-4.90875244141
74.25,-0.0478744506836,-4.90283966064
74.3,-0.0509262084961,-4.90570068359
74.35,-0.0478744506836,-4.90283966064
74.4,-0.0450134277344,-4.90875244141
74.45,-0.0478744506836,-4.89673614502
74.5,-0.0478744506836,-4.90283966064
74.55,-0.0419616699219,-4.90283966064
74.6,-0.0450134277344,-4.91180419922
74.65,-0.0509262084961,-4.90283966064
74.7,-0.0570297241211,-4.90283966064
74.75,-0.0450134277344,-4.90283966064
74.8,-0.0450134277344,-4.90283966064
74.85,-0.0539779663086,-4.90283966064
74.9,-0.0539779663086,-4.90875244141
74.95,-0.0450134277344,-4.91485595703
75,-0.0450134277344,-4.89978790283
75.05,-0.0509262084961,-4.89978790283
75.1,-0.0629425048828,-4.90570068359
75.15,-0.0539779663086,-4.90875244141
75.2,-0.0509262084961,-4.90875244141
75.25,-0.0509262084961,-4.90875244141
75.3,-0.0450134277344,-4.90283966064
75.35,-0.0478744506836,-4.90875244141
75.4,-0.0570297241211,-4.90570068359
75.45,-0.0570297241211,-4.90570068359
75.5,-0.0450134277344,-4.90570068359
75.55,-0.0450134277344,-4.91771697998
75.6,-0.0450134277344,-4.90283966064
75.65,-0.0478744506836,-4.90283966064
75.7,-0.0509262084961,-4.90875244141
75.75,-0.0478744506836,-4.91180419922
75.8,-0.0478744506836,-4.90570068359
75.85,-0.0539779663086,-4.90283966064
75.9,-0.0419616699219,-4.90283966064
75.95,-0.0450134277344,-4.90570068359
76,-0.0509262084961,-4.90875244141
76.05,-0.0539779663086,-4.90570068359
76.1,-0.0450134277344,-4.90283966064
76.15,-0.0478744506836,-4.90570068359
76.2,-0.0450134277344,-4.90570068359
76.25,-0.0450134277344,-4.90570068359
76.3,-0.0450134277344,-4.90570068359
76.35,-0.0450134277344,-4.90875244141
76.4,-0.0478744506836,-4.90283966064
76.45,-0.0509262084961,-4.90283966064
76.5,-0.0509262084961,-4.91180419922
76.55,-0.0539779663086,-4.90875244141
76.6,-0.0509262084961,-4.91771697998
76.65,-0.0509262084961,-4.91180419922
76.7,-0.0450134277344,-4.91180419922
76.75,-0.0450134277344,-4.90283966064
76.8,-0.0539779663086,-4.90570068359
76.85,-0.0509262084961,-4.90570068359
76.9,-0.0450134277344,-4.92076873779
76.95,-0.0509262084961,-4.90570068359
77,-0.0509262084961,-4.90283966064
77.05,-0.0450134277344,-4.90875244141
77.1,-0.0450134277344,-4.90875244141
77.15,-0.0478744506836,-4.90875244141
77.2,-0.0539779663086,-4.90283966064
77.25,-0.0450134277344,-4.90570068359
77.3,-0.0478744506836,-4.90570068359
77.35,-0.0570297241211,-4.90875244141
77.4,-0.0539779663086,-4.91485595703
77.45,-0.0450134277344,-4.91180419922
77.5,-0.0450134277344,-4.90570068359
77.55,-0.0478744506836,-4.90283966064
77.6,-0.0659942626953,-4.90875244141
77.65,-0.0509262084961,-4.90570068359
77.7,-0.0478744506836,-4.92076873779
77.75,-0.0450134277344,-4.90570068359
77.8,-0.0509262084961,-4.90283966064
77.85,-0.0450134277344,-4.90283966064
77.9,-0.0539779663086,-4.91485595703
77.95,-0.0509262084961,-4.90875244141
78,-0.0509262084961,-4.91771697998
78.05,-0.0450134277344,-4.90570068359
78.1,-0.0419616699219,-4.91485595703
78.15,-0.0450134277344,-4.90283966064
78.2,-0.0509262084961,-4.90875244141
78.25,-0.0478744506836,-4.90875244141
78.3,-0.0450134277344,-4.90875244141
78.35,-0.0478744506836,-4.90570068359
78.4,-0.0509262084961,-4.90570068359
78.45,-0.0600814819336,-4.90570068359
78.5,-0.0450134277344,-4.92382049561
78.55,-0.0478744506836,-4.91180419922
78.6,-0.0478744506836,-4.90283966064
78.65,-0.0509262084961,-4.90283966064
78.7,-0.0570297241211,-4.91771697998
78.75,-0.0539779663086,-4.90875244141
78.8,-0.0509262084961,-4.90875244141
78.85,-0.0509262084961,-4.91771697998
78.9,-0.0419616699219,-4.91485595703
78.95,-0.0450134277344,-4.90570068359
79,-0.0570297241211,-4.90875244141
79.05,-0.0478744506836,-4.90875244141
79.1,-0.0419616699219,-4.91485595703
79.15,-0.0478744506836,-4.90570068359
79.2,-0.0450134277344,-4.90570068359
79.25,-0.0539779663086,-4.90875244141
79.3,-0.0450134277344,-4.91485595703
79.35,-0.0450134277344,-4.91485595703
79.4,-0.0478744506836,-4.90570068359
79.45,-0.0478744506836,-4.90283966064
79.5,-0.0600814819336,-4.91771697998
79.55,-0.0539779663086,-4.90570068359
79.6,-0.0478744506836,-4.91485595703
79.65,-0.0450134277344,-4.91771697998
79.7,-0.0450134277344,-4.91180419922
79.75,-0.0450134277344,-4.90570068359
79.8,-0.0539779663086,-4.90875244141
79.85,-0.0539779663086,-4.90875244141
79.9,-0.0419616699219,-4.91485595703
79.95,-0.0450134277344,-4.90570068359
80,-0.0450134277344,-4.90283966064
80.05,-0.0450134277344,-4.90875244141
80.1,-0.0509262084961,-4.90875244141
80.15,-0.0419616699219,-4.91485595703
80.2,-0.0478744506836,-4.91771697998
80.25,-0.0478744506836,-4.90570068359
80.3,-0.0450134277344,-4.90570068359
80.35,-0.0478744506836,-4.91485595703
80.4,-0.0450134277344,-4.90875244141
80.45,-0.0509262084961,-4.91771697998
80.5,-0.0450134277344,-4.90875244141
80.55,-0.0450134277344,-4.91485595703
80.6,-0.0478744506836,-4.90875244141
80.65,-0.0539779663086,-4.90875244141
80.7,-0.0509262084961,-4.91771697998
80.75,-0.0450134277344,-4.92687225342
80.8,-0.0450134277344,-4.90570068359
80.85,-0.0450134277344,-4.90570068359
80.9,-0.0539779663086,-4.90875244141
80.95,-0.0450134277344,-4.91485595703
81,-0.0450134277344,-4.91180419922
81.05,-0.0478744506836,-4.90283966064
81.1,-0.0450134277344,-4.90875244141
81.15,-0.0509262084961,-4.91180419922
81.2,-0.0450134277344,-4.90875244141
81.25,-0.0450134277344,-4.91485595703
81.3,-0.0450134277344,-4.90570068359
81.35,-0.0419616699219,-4.91485595703
81.4,-0.0509262084961,-4.90875244141
81.45,-0.0539779663086,-4.90875244141
81.5,-0.0450134277344,-4.91771697998
81.55,-0.0450134277344,-4.91771697998
81.6,-0.0450134277344,-4.90570068359
81.65,-0.0450134277344,-4.90570068359
81.7,-0.0509262084961,-4.90875244141
81.75,-0.0509262084961,-4.91180419922
81.8,-0.0450134277344,-4.92076873779
81.85,-0.0478744506836,-4.90570068359
81.9,-0.0478744506836,-4.90570068359
81.95,-0.0419616699219,-4.91485595703
82,-0.0539779663086,-4.90875244141
82.05,-0.0478744506836,-4.90875244141
82.1,-0.0509262084961,-4.91771697998
82.15,-0.0450134277344,-4.91771697998
82.2,-0.0450134277344,-4.90875244141
82.25,-0.0450134277344,-4.90570068359
82.3,-0.0509262084961,-4.90875244141
82.35,-0.0478744506836,-4.90875244141
82.4,-0.0419616699219,-4.92992401123
82.45,-0.0450134277344,-4.90570068359
82.5,-0.0450134277344,-4.90570068359
82.55,-0.0419616699219,-4.90875244141
82.6,-0.0509262084961,-4.91771697998
82.65,-0.0450134277344,-4.90875244141
82.7,-0.0450134277344,-4.91771697998
82.75,-0.0450134277344,-4.90570068359
82.8,-0.0419616699219,-4.91485595703
82.85,-0.0450134277344,-4.90875244141
82.9,-0.0539779663086,-4.90875244141
82.95,-0.0478744506836,-4.91771697998
83,-0.0419616699219,-4.90875244141
83.05,-0.0419616699219,-4.90875244141
83.1,-0.0539779663086,-4.90875244141
83.15,-0.0539779663086,-4.90875244141
83.2,-0.0419616699219,-4.91485595703
83.25,-0.0450134277344,-4.91771697998
83.3,-0.0419616699219,-4.90875244141
83.35,-0.0478744506836,-4.90875244141
83.4,-0.0509262084961,-4.90875244141
83.45,-0.0419616699219,-4.92076873779
83.5,-0.0450134277344,-4.90570068359
83.55,-0.0450134277344,-4.90570068359
83.6,-0.0419616699219,-4.90875244141
83.65,-0.0478744506836,-4.91771697998
83.7,-0.0450134277344,-4.91771697998
83.75,-0.0478744506836,-4.90570068359
83.8,-0.0450134277344,-4.90570068359
83.85,-0.0389099121094,-4.91180419922
83.9,-0.0509262084961,-4.90875244141
83.95,-0.0450134277344,-4.91485595703
84,-0.0509262084961,-4.91771697998
84.05,-0.0419616699219,-4.90875244141
84.1,-0.0419616699219,-4.91485595703
84.15,-0.0539779663086,-4.90875244141
84.2,-0.0509262084961,-4.91180419922
84.25,-0.0450134277344,-4.91771697998
84.3,-0.0419616699219,-4.91180419922
84.35,-0.0419616699219,-4.90570068359
84.4,-0.0419616699219,-4.90875244141
84.45,-0.0600814819336,-4.90875244141
84.5,-0.0419616699219,-4.90875244141
84.55,-0.0419616699219,-4.92992401123
84.6,-0.0450134277344,-4.90570068359
84.65,-0.0419616699219,-4.90570068359
84.7,-0.0600814819336,-4.90875244141
84.75,-0.0419616699219,-4.91485595703
84.8,-0.0450134277344,-4.91485595703
84.85,-0.0478744506836,-4.90875244141
84.9,-0.0450134277344,-4.90875244141
84.95,-0.0509262084961,-4.91771697998
85,-0.0450134277344,-4.90875244141
85.05,-0.0478744506836,-4.91180419922
85.1,-0.0478744506836,-4.90570068359
85.15,-0.0419616699219,-4.91180419922
85.2,-0.0509262084961,-4.91180419922
85.25,-0.0450134277344,-4.90875244141
85.3,-0.0478744506836,-4.92076873779
85.35,-0.0450134277344,-4.90570068359
85.4,-0.0419616699219,-4.91485595703
85.45,-0.0419616699219,-4.90570068359
85.5,-0.0539779663086,-4.91180419922
85.55,-0.0450134277344,-4.91180419922
85.6,-0.0419616699219,-4.92382049561
85.65,-0.0419616699219,-4.91180419922
85.7,-0.0419616699219,-4.90875244141
85.75,-0.0539779663086,-4.90875244141
85.8,-0.0509262084961,-4.90875244141
85.85,-0.0419616699219,-4.93278503418
85.9,-0.0450134277344,-4.90570068359
85.95,-0.0450134277344,-4.90570068359
86,-0.0419616699219,-4.91180419922
86.05,-0.0478744506836,-4.91180419922
86.1,-0.0419616699219,-4.92076873779
86.15,-0.0450134277344,-4.90570068359
86.2,-0.0509262084961,-4.90875244141
86.25,-0.0419616699219,-4.90875244141
86.3,-0.0509262084961,-4.91771697998
86.35,-0.0450134277344,-4.91771697998
86.4,-0.0478744506836,-4.91771697998
86.45,-0.0450134277344,-4.90283966064
86.5,-0.0389099121094,-4.91485595703
86.55,-0.0509262084961,-4.90875244141
86.6,-0.0450134277344,-4.90875244141
86.65,-0.0450134277344,-4.91771697998
86.7,-0.0389099121094,-4.90875244141
86.75,-0.0419616699219,-4.90570068359
86.8,-0.0478744506836,-4.90875244141
86.85,-0.0509262084961,-4.90875244141
86.9,-0.0419616699219,-4.91771697998
86.95,-0.0419616699219,-4.91485595703
87,-0.0450134277344,-4.90875244141
87.05,-0.0419616699219,-4.90875244141
87.1,-0.0539779663086,-4.90875244141
87.15,-0.0419616699219,-4.91771697998
87.2,-0.0419616699219,-4.92076873779
87.25,-0.0450134277344,-4.90570068359
87.3,-0.0450134277344,-4.90875244141
87.35,-0.0509262084961,-4.91180419922
87.4,-0.0450134277344,-4.91180419922
87.45,-0.0450134277344,-4.91771697998
87.5,-0.0478744506836,-4.90875244141
87.55,-0.0389099121094,-4.90875244141
87.6,-0.0389099121094,-4.91771697998
87.65,-0.0509262084961,-4.90875244141
87.7,-0.0450134277344,-4.90875244141
87.75,-0.0450134277344,-4.91771697998
87.8,-0.0419616699219,-4.92076873779
87.85,-0.0419616699219,-4.90875244141
87.9,-0.0539779663086,-4.90875244141
87.95,-0.0509262084961,-4.90875244141
88,-0.0389099121094,-4.91485595703
88.05,-0.0389099121094,-4.91485595703
88.1,-0.0450134277344,-4.90570068359
88.15,-0.0419616699219,-4.90570068359
88.2,-0.0600814819336,-4.90875244141
88.25,-0.0419616699219,-4.92076873779
88.3,-0.0450134277344,-4.91485595703
88.35,-0.0478744506836,-4.90570068359
88.4,-0.0450134277344,-4.90875244141
88.45,-0.0478744506836,-4.91771697998
88.5,-0.0509262084961,-4.90875244141
88.55,-0.0450134277344,-4.92076873779
88.6,-0.0509262084961,-4.91771697998
88.65,-0.0419616699219,-4.90875244141
88.7,-0.0419616699219,-4.91771697998
88.75,-0.0509262084961,-4.90875244141
88.8,-0.0478744506836,-4.90875244141
88.85,-0.0389099121094,-4.91771697998
88.9,-0.0419616699219,-4.91485595703
88.95,-0.0419616699219,-4.90875244141
89,-0.0419616699219,-4.90875244141
89.05,-0.0509262084961,-4.90875244141
89.1,-0.0419616699219,-4.92076873779
89.15,-0.0419616699219,-4.91180419922
89.2,-0.0450134277344,-4.90875244141
89.25,-0.0478744506836,-4.90875244141
89.3,-0.0509262084961,-4.91485595703
89.35,-0.0419616699219,-4.91180419922
89.4,-0.0450134277344,-4.92076873779
89.45,-0.0509262084961,-4.90570068359
89.5,-0.0389099121094,-4.90875244141
89.55,-0.0509262084961,-4.91771697998
89.6,-0.0509262084961,-4.91180419922
89.65,-0.0450134277344,-4.91485595703
89.7,-0.0450134277344,-4.90570068359
89.75,-0.0389099121094,-4.90875244141
89.8,-0.0389099121094,-4.91771697998
89.85,-0.0509262084961,-4.91180419922
89.9,-0.0450134277344,-4.90875244141
89.95,-0.0509262084961,-4.91180419922
90,-0.0389099121094,-4.90875244141
